gate_input,ks_ratio_real_synth_over_synth_synth,ks_real_synth_by_beta,ks_real_synth_mean,ks_synth_synth_by_beta_pair,ks_synth_synth_mean,l2_ratio_real_synth_over_synth_synth,l2_real_synth_mean,l2_real_synth_std,l2_synth_synth_mean,l2_synth_synth_std,mmd_ratio_real_synth_over_synth_synth,mmd_real_synth_by_beta,mmd_real_synth_mean,mmd_synth_synth_by_beta_pair,mmd_synth_synth_mean,n_real_synth_pairs,n_synth_synth_pairs,seed,variant
rgb,0.8518930957683741,"{""beta_0.005"": 0.16711111111111113, ""beta_0.01"": 0.12855555555555556, ""beta_0.02"": 0.21433333333333335}",0.17,"{""beta_0.005_vs_beta_0.01"": 0.14, ""beta_0.005_vs_beta_0.02"": 0.2866666666666667, ""beta_0.01_vs_beta_0.02"": 0.17200000000000001}",0.19955555555555557,1.5129568306708072,0.041020043194293976,0.031238233670592308,0.027112500742077827,0.016247479245066643,1.0495281460793913,"{""beta_0.005"": 0.24232161050684461, ""beta_0.01"": 0.21164687935302104, ""beta_0.02"": 0.26956032785769}",0.24117627257251853,"{""beta_0.005_vs_beta_0.01"": 0.1575568391970773, ""beta_0.005_vs_beta_0.02"": 0.3389614190718788, ""beta_0.01_vs_beta_0.02"": 0.1928666052245709}",0.22979495449784235,486,486,42,rgb
rgb,1.36001694197374,"{""beta_0.005"": 0.25955555555555554, ""beta_0.01"": 0.25733333333333336, ""beta_0.02"": 0.19666666666666668}",0.23785185185185187,"{""beta_0.005_vs_beta_0.01"": 0.12066666666666666, ""beta_0.005_vs_beta_0.02"": 0.24333333333333337, ""beta_0.01_vs_beta_0.02"": 0.16066666666666665}",0.1748888888888889,1.2789512687112472,0.03316553682088852,0.026362452656030655,0.025931822136044502,0.01826678402721882,1.3239025082399678,"{""beta_0.005"": 0.2958416342706612, ""beta_0.01"": 0.27362963481137564, ""beta_0.02"": 0.235147449543802}",0.2682062395419463,"{""beta_0.005_vs_beta_0.01"": 0.1283813683366912, ""beta_0.005_vs_beta_0.02"": 0.2943841676171451, ""beta_0.01_vs_beta_0.02"": 0.18499728163876808}",0.20258760586420144,486,486,123,rgb
