variant,family,preregistered_sign,observed_slope_di_mmd,observed_sign,sign_matches_prereg,detection_dose,di_mmd_by_dose,di_mmd_std_by_dose,numerator_by_dose,denominator_by_dose
tsp_grad_mag,noise,+,0.03641799669641595,+,True,3,"[0.8683942144446162, 0.8797671317295669, 0.9098810142508635, 0.9563107205008723, 1.0122124035410436]","[0.1000642925253104, 0.11884655302365177, 0.15250085806362673, 0.16799592660580703, 0.18439639397027707]","[0.33672235932010125, 0.33802378577523473, 0.34370106156399216, 0.3571018234969854, 0.3796048999417042]","[0.38730094380675684, 0.3834912727233753, 0.37667310162069134, 0.3732089648013305, 0.37666113859327016]"
